UserName,Handle,Timestamp,Text,Label,Text_Lower,Text_Cleaning,Text_Token,Text_Token_Stop,Text_Token_Stop_Stem
menk ◠‿◠,@xskysh,23/07/2023 00:02,terima kasih YaAllah telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa tante Hwang ke rumah sakit untuk menghadirkan seorang Hwang Hyunjin di bumi ini,neutral,terima kasih yaallah telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa tante hwang ke rumah sakit untuk menghadirkan seorang hwang hyunjin di bumi ini,terima kasih yaallah telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa tante hwang ke rumah sakit untuk menghadirkan seorang hwang hyunjin di bumi ini,"['terima', 'kasih', 'yaallah', 'telah', 'membiarkan', 'fosil', 'dinosaurs', 'terdegradasi', 'dan', 'menjadi', 'minyak', 'bumi', 'yang', 'digunakan', 'untuk', 'bahan', 'bakar', 'mobil', 'yang', 'membawa', 'tante', 'hwang', 'ke', 'rumah', 'sakit', 'untuk', 'menghadirkan', 'seorang', 'hwang', 'hyunjin', 'di', 'bumi', 'ini']","['terima', 'kasih', 'yaallah', 'membiarkan', 'fosil', 'dinosaurs', 'terdegradasi', 'minyak', 'bumi', 'bahan', 'bakar', 'mobil', 'membawa', 'tante', 'hwang', 'rumah', 'sakit', 'menghadirkan', 'hwang', 'hyunjin', 'bumi']","['terima', 'kasih', 'yaallah', 'biar', 'fosil', 'dinosaurs', 'degradasi', 'minyak', 'bumi', 'bahan', 'bakar', 'mobil', 'bawa', 'tante', 'hwang', 'rumah', 'sakit', 'hadir', 'hwang', 'hyunjin', 'bumi']"
Jagasateru2,@JAGASATERU2,22/07/2023 23:25,gulung dong mafia mafia remeh temeh bikin kelangkaan BBM,negative,gulung dong mafia mafia remeh temeh bikin kelangkaan bbm,gulung dong mafia mafia remeh temeh bikin kelangkaan bbm,"['gulung', 'dong', 'mafia', 'mafia', 'remeh', 'temeh', 'bikin', 'kelangkaan', 'bbm']","['gulung', 'mafia', 'mafia', 'remeh', 'temeh', 'kelangkaan', 'bbm']","['gulung', 'mafia', 'mafia', 'remeh', 'temeh', 'langka', 'bbm']"
Abanda,@abanda_bn,22/07/2023 23:24,Bbm naik kaget gak ? Pemimpin ko kagetan kita kerja sebulan gajian umr buat kebutuhan minus biasa aja.. Kita udah biasa hidup sengsara akibat kebijakan pemrintah kek babi gak punya otak,negative,bbm naik kaget gak ? pemimpin ko kagetan kita kerja sebulan gajian umr buat kebutuhan minus biasa aja.. kita udah biasa hidup sengsara akibat kebijakan pemrintah kek babi gak punya otak,bbm naik kaget gak pemimpin ko kagetan kita kerja sebulan gajian umr buat kebutuhan minus biasa aja kita udah biasa hidup sengsara akibat kebijakan pemrintah kek babi gak punya otak,"['bbm', 'naik', 'kaget', 'gak', 'pemimpin', 'ko', 'kagetan', 'kita', 'kerja', 'sebulan', 'gajian', 'umr', 'buat', 'kebutuhan', 'minus', 'biasa', 'aja', 'kita', 'udah', 'biasa', 'hidup', 'sengsara', 'akibat', 'kebijakan', 'pemrintah', 'kek', 'babi', 'gak', 'punya', 'otak']","['bbm', 'kaget', 'pemimpin', 'ko', 'kagetan', 'sebulan', 'gajian', 'umr', 'kebutuhan', 'minus', 'hidup', 'sengsara', 'akibat', 'kebijakan', 'pemrintah', 'babi', 'otak']","['bbm', 'kaget', 'pimpin', 'ko', 'kaget', 'bulan', 'gaji', 'umr', 'butuh', 'minus', 'hidup', 'sengsara', 'akibat', 'bijak', 'pemrintah', 'babi', 'otak']"
Yo Yo Ayo,@YoYoAyo17845,22/07/2023 23:10,"Kalau tidak, kita jual hasil bumi & SDA.
Negara lain, yg dapet nilai tambah, ratusan kali lipat, jual teknologi.

Kita jual minyak mentah & bijih mineral murah.
Mereka jual BBM & mobil/elektronik/perabotan dengan harga sangat mahal.

Kekayaan SDM lebih besar daripada Kekayaan SDA",neutral,"kalau tidak, kita jual hasil bumi & sda.
negara lain, yg dapet nilai tambah, ratusan kali lipat, jual teknologi.

kita jual minyak mentah & bijih mineral murah.
mereka jual bbm & mobil/elektronik/perabotan dengan harga sangat mahal.

kekayaan sdm lebih besar daripada kekayaan sda",kalau tidak kita jual hasil bumi sda negara lain yg dapet nilai tambah ratusan kali lipat jual teknologi kita jual minyak mentah bijih mineral murah mereka jual bbm mobil elektronik perabotan dengan harga sangat mahal kekayaan sdm lebih besar daripada kekayaan sda,"['kalau', 'tidak', 'kita', 'jual', 'hasil', 'bumi', 'sda', 'negara', 'lain', 'yg', 'dapet', 'nilai', 'tambah', 'ratusan', 'kali', 'lipat', 'jual', 'teknologi', 'kita', 'jual', 'minyak', 'mentah', 'bijih', 'mineral', 'murah', 'mereka', 'jual', 'bbm', 'mobil', 'elektronik', 'perabotan', 'dengan', 'harga', 'sangat', 'mahal', 'kekayaan', 'sdm', 'lebih', 'besar', 'daripada', 'kekayaan', 'sda']","['jual', 'hasil', 'bumi', 'sda', 'negara', 'dapet', 'nilai', 'ratusan', 'lipat', 'jual', 'teknologi', 'jual', 'minyak', 'mentah', 'bijih', 'mineral', 'murah', 'jual', 'bbm', 'mobil', 'elektronik', 'perabotan', 'harga', 'mahal', 'kekayaan', 'sdm', 'kekayaan', 'sda']","['jual', 'hasil', 'bumi', 'sda', 'negara', 'dapet', 'nilai', 'ratus', 'lipat', 'jual', 'teknologi', 'jual', 'minyak', 'mentah', 'bijih', 'mineral', 'murah', 'jual', 'bbm', 'mobil', 'elektronik', 'perabot', 'harga', 'mahal', 'kaya', 'sdm', 'kaya', 'sda']"
jojo,@jojo09297198,22/07/2023 22:03,"Mending 
@puanmaharani_ri
  jadi dirut pertamina kalo harga bbm naik dia akan menangis",negative,"mending 
@puanmaharani_ri
  jadi dirut pertamina kalo harga bbm naik dia akan menangis",mending ri jadi dirut pertamina kalo harga bbm naik dia akan menangis,"['mending', 'ri', 'jadi', 'dirut', 'pertamina', 'kalo', 'harga', 'bbm', 'naik', 'dia', 'akan', 'menangis']","['mending', 'ri', 'dirut', 'pertamina', 'harga', 'bbm', 'menangis']","['mending', 'ri', 'dirut', 'pertamina', 'harga', 'bbm', 'menang']"
Antonia Avana,@AntoniaAvana81,22/07/2023 21:53,"pencarian dana melalui IPO untuk kegiatan eksplorasi perlu dilakukan karena perusahaan migas pelat merah ini mempunyai keterbatasan pendanaan. Di sisi lain, impor minyak mentah dan Bahan Bakar Minyak (BBM) negara ini setiap tahunnya terus mengalami peningkatan.",neutral,"pencarian dana melalui ipo untuk kegiatan eksplorasi perlu dilakukan karena perusahaan migas pelat merah ini mempunyai keterbatasan pendanaan. di sisi lain, impor minyak mentah dan bahan bakar minyak (bbm) negara ini setiap tahunnya terus mengalami peningkatan.",pencarian dana melalui ipo untuk kegiatan eksplorasi perlu dilakukan karena perusahaan migas pelat merah ini mempunyai keterbatasan pendanaan di sisi lain impor minyak mentah dan bahan bakar minyak bbm negara ini setiap tahunnya terus mengalami peningkatan,"['pencarian', 'dana', 'melalui', 'ipo', 'untuk', 'kegiatan', 'eksplorasi', 'perlu', 'dilakukan', 'karena', 'perusahaan', 'migas', 'pelat', 'merah', 'ini', 'mempunyai', 'keterbatasan', 'pendanaan', 'di', 'sisi', 'lain', 'impor', 'minyak', 'mentah', 'dan', 'bahan', 'bakar', 'minyak', 'bbm', 'negara', 'ini', 'setiap', 'tahunnya', 'terus', 'mengalami', 'peningkatan']","['pencarian', 'dana', 'ipo', 'kegiatan', 'eksplorasi', 'perusahaan', 'migas', 'pelat', 'merah', 'keterbatasan', 'pendanaan', 'sisi', 'impor', 'minyak', 'mentah', 'bahan', 'bakar', 'minyak', 'bbm', 'negara', 'tahunnya', 'mengalami', 'peningkatan']","['cari', 'dana', 'ipo', 'giat', 'eksplorasi', 'usaha', 'migas', 'pelat', 'merah', 'batas', 'dana', 'sisi', 'impor', 'minyak', 'mentah', 'bahan', 'bakar', 'minyak', 'bbm', 'negara', 'tahun', 'alami', 'tingkat']"
bill gates 66,@ritasunaeti72,22/07/2023 21:52,Bayar Jokowi njing wani lah yah gan kalo gak mau bayar mas Joko Widodo sebagai bahan bakar minyak yang terpadu yang tidak bisa melihat info lengkap mengenai harga selangit hahahahahahaha cerdas dan hutang yang sangat baik untuk kesehatan dan kecantikan lainnya yang sangat,negative,bayar jokowi njing wani lah yah gan kalo gak mau bayar mas joko widodo sebagai bahan bakar minyak yang terpadu yang tidak bisa melihat info lengkap mengenai harga selangit hahahahahahaha cerdas dan hutang yang sangat baik untuk kesehatan dan kecantikan lainnya yang sangat,bayar jokowi njing wani lah yah gan kalo gak mau bayar mas joko widodo sebagai bahan bakar minyak yang terpadu yang tidak bisa melihat info lengkap mengenai harga selangit hahahahahahaha cerdas dan hutang yang sangat baik untuk kesehatan dan kecantikan lainnya yang sangat,"['bayar', 'jokowi', 'njing', 'wani', 'lah', 'yah', 'gan', 'kalo', 'gak', 'mau', 'bayar', 'mas', 'joko', 'widodo', 'sebagai', 'bahan', 'bakar', 'minyak', 'yang', 'terpadu', 'yang', 'tidak', 'bisa', 'melihat', 'info', 'lengkap', 'mengenai', 'harga', 'selangit', 'hahahahahahaha', 'cerdas', 'dan', 'hutang', 'yang', 'sangat', 'baik', 'untuk', 'kesehatan', 'dan', 'kecantikan', 'lainnya', 'yang', 'sangat']","['bayar', 'jokowi', 'njing', 'wani', 'gan', 'bayar', 'joko', 'widodo', 'bahan', 'bakar', 'minyak', 'terpadu', 'info', 'lengkap', 'harga', 'selangit', 'hahahahahahaha', 'cerdas', 'hutang', 'kesehatan', 'kecantikan']","['bayar', 'jokowi', 'njing', 'wani', 'gan', 'bayar', 'joko', 'widodo', 'bahan', 'bakar', 'minyak', 'padu', 'info', 'lengkap', 'harga', 'langit', 'hahahahahahaha', 'cerdas', 'hutang', 'sehat', 'cantik']"
WeShallArise,@PakJenggot___,22/07/2023 21:33,yg dibicarakan bahasannya kelas tinggi..rakyat retjeh kek ogut ini cm bisa melihat merasakan pembangunan2 yg merata di seluruh Indonesia..dan harga BBM yg sama di seluruh Indonesia di pemerintahan skg...yg lain2 mah ga urusan..,negative,yg dibicarakan bahasannya kelas tinggi..rakyat retjeh kek ogut ini cm bisa melihat merasakan pembangunan2 yg merata di seluruh indonesia..dan harga bbm yg sama di seluruh indonesia di pemerintahan skg...yg lain2 mah ga urusan..,yg dibicarakan bahasannya kelas tinggi rakyat retjeh kek ogut ini cm bisa melihat merasakan pembangunan yg merata di seluruh indonesia dan harga bbm yg sama di seluruh indonesia di pemerintahan skg yg lain mah ga urusan,"['yg', 'dibicarakan', 'bahasannya', 'kelas', 'tinggi', 'rakyat', 'retjeh', 'kek', 'ogut', 'ini', 'cm', 'bisa', 'melihat', 'merasakan', 'pembangunan', 'yg', 'merata', 'di', 'seluruh', 'indonesia', 'dan', 'harga', 'bbm', 'yg', 'sama', 'di', 'seluruh', 'indonesia', 'di', 'pemerintahan', 'skg', 'yg', 'lain', 'mah', 'ga', 'urusan']","['dibicarakan', 'bahasannya', 'kelas', 'rakyat', 'retjeh', 'ogut', 'merasakan', 'pembangunan', 'merata', 'indonesia', 'harga', 'bbm', 'indonesia', 'pemerintahan', 'skg', 'urusan']","['bicara', 'bahas', 'kelas', 'rakyat', 'retjeh', 'ogut', 'rasa', 'bangun', 'rata', 'indonesia', 'harga', 'bbm', 'indonesia', 'perintah', 'skg', 'urus']"
Indonesia Satu,@Indonesia_Satu0,22/07/2023 21:29,"Alasan dibalik pentingnya Ipo Pertamina hulu energi yaitu untuk impor minyak mentah dan bahan bakar minyak BBM negara ini setiap tahunnya terus mengalami peningkatan.
#pertaminaIndonesia #PertaminaHuluEnergi #PertaminaPerkuatBUMN #Pertamina #saham #phe #bumn",neutral,"alasan dibalik pentingnya ipo pertamina hulu energi yaitu untuk impor minyak mentah dan bahan bakar minyak bbm negara ini setiap tahunnya terus mengalami peningkatan.
#pertaminaindonesia #pertaminahuluenergi #pertaminaperkuatbumn #pertamina #saham #phe #bumn",alasan dibalik pentingnya ipo pertamina hulu energi yaitu untuk impor minyak mentah dan bahan bakar minyak bbm negara ini setiap tahunnya terus mengalami peningkatan,"['alasan', 'dibalik', 'pentingnya', 'ipo', 'pertamina', 'hulu', 'energi', 'yaitu', 'untuk', 'impor', 'minyak', 'mentah', 'dan', 'bahan', 'bakar', 'minyak', 'bbm', 'negara', 'ini', 'setiap', 'tahunnya', 'terus', 'mengalami', 'peningkatan']","['alasan', 'dibalik', 'ipo', 'pertamina', 'hulu', 'energi', 'impor', 'minyak', 'mentah', 'bahan', 'bakar', 'minyak', 'bbm', 'negara', 'tahunnya', 'mengalami', 'peningkatan']","['alas', 'balik', 'ipo', 'pertamina', 'hulu', 'energi', 'impor', 'minyak', 'mentah', 'bahan', 'bakar', 'minyak', 'bbm', 'negara', 'tahun', 'alami', 'tingkat']"
Ferdy Amp,@FerdAmp,22/07/2023 21:26,Oooh ternyata loe paling bego ya? Sekarang harga BBM itu ikut harga pasar. Subsidi dicabut untuk rakyat miskin. Bego dipelihara,negative,oooh ternyata loe paling bego ya? sekarang harga bbm itu ikut harga pasar. subsidi dicabut untuk rakyat miskin. bego dipelihara,oooh ternyata loe paling bego ya sekarang harga bbm itu ikut harga pasar subsidi dicabut untuk rakyat miskin bego dipelihara,"['oooh', 'ternyata', 'loe', 'paling', 'bego', 'ya', 'sekarang', 'harga', 'bbm', 'itu', 'ikut', 'harga', 'pasar', 'subsidi', 'dicabut', 'untuk', 'rakyat', 'miskin', 'bego', 'dipelihara']","['oooh', 'bego', 'harga', 'bbm', 'harga', 'pasar', 'subsidi', 'dicabut', 'rakyat', 'miskin', 'bego', 'dipelihara']","['oooh', 'bego', 'harga', 'bbm', 'harga', 'pasar', 'subsidi', 'cabut', 'rakyat', 'miskin', 'bego', 'pelihara']"
CerchanAngin,@CerchanA,22/07/2023 21:21,"Harga BBM mahal bpk gk kaget, Sok2n kaget Rambut putih.",negative,"harga bbm mahal bpk gk kaget, sok2n kaget rambut putih.",harga bbm mahal bpk gk kaget sokn kaget rambut putih,"['harga', 'bbm', 'mahal', 'bpk', 'gk', 'kaget', 'sokn', 'kaget', 'rambut', 'putih']","['harga', 'bbm', 'mahal', 'bpk', 'kaget', 'sokn', 'kaget', 'rambut', 'putih']","['harga', 'bbm', 'mahal', 'bpk', 'kaget', 'sokn', 'kaget', 'rambut', 'putih']"
Arsitek Milenial,@samarchitect86,22/07/2023 21:03,"Faktanya proyek pembangkit listrik mangkrak.. 
Inflasi 7 % 
BBM susah 
Elpiji susah
Harga harga naik terus... 
Lha kerjanya main golf apa yang bisa diharap...? Wkwkwk...",negative,"faktanya proyek pembangkit listrik mangkrak.. 
inflasi 7 % 
bbm susah 
elpiji susah
harga harga naik terus... 
lha kerjanya main golf apa yang bisa diharap...? wkwkwk...",faktanya proyek pembangkit listrik mangkrak inflasi bbm susah elpiji susah harga harga naik terus lha kerjanya main golf apa yang bisa diharap wkwkwk,"['faktanya', 'proyek', 'pembangkit', 'listrik', 'mangkrak', 'inflasi', 'bbm', 'susah', 'elpiji', 'susah', 'harga', 'harga', 'naik', 'terus', 'lha', 'kerjanya', 'main', 'golf', 'apa', 'yang', 'bisa', 'diharap', 'wkwkwk']","['faktanya', 'proyek', 'pembangkit', 'listrik', 'mangkrak', 'inflasi', 'bbm', 'susah', 'elpiji', 'susah', 'harga', 'harga', 'kerjanya', 'main', 'golf', 'diharap']","['fakta', 'proyek', 'bangkit', 'listrik', 'mangkrak', 'inflasi', 'bbm', 'susah', 'elpiji', 'susah', 'harga', 'harga', 'kerja', 'main', 'golf', 'harap']"
Bill (Rakyat Merdeka),@Bill23794356,22/07/2023 20:56,"BBM naik, harga kebutuhan pokok semuanya naik era Jokowi benar"" menyengsarakan rakyat",negative,"bbm naik, harga kebutuhan pokok semuanya naik era jokowi benar"" menyengsarakan rakyat",bbm naik harga kebutuhan pokok semuanya naik era jokowi benar menyengsarakan rakyat,"['bbm', 'naik', 'harga', 'kebutuhan', 'pokok', 'semuanya', 'naik', 'era', 'jokowi', 'benar', 'menyengsarakan', 'rakyat']","['bbm', 'harga', 'kebutuhan', 'pokok', 'era', 'jokowi', 'menyengsarakan', 'rakyat']","['bbm', 'harga', 'butuh', 'pokok', 'era', 'jokowi', 'sengsara', 'rakyat']"
AR,@aih_aria,22/07/2023 20:36,Dulu klo harga BBM sembako naik pling dpn demo bakar ban .,negative,dulu klo harga bbm sembako naik pling dpn demo bakar ban .,dulu klo harga bbm sembako naik pling dpn demo bakar ban,"['dulu', 'klo', 'harga', 'bbm', 'sembako', 'naik', 'pling', 'dpn', 'demo', 'bakar', 'ban']","['harga', 'bbm', 'sembako', 'pling', 'dpn', 'demo', 'bakar', 'ban']","['harga', 'bbm', 'sembako', 'pling', 'dpn', 'demo', 'bakar', 'ban']"
NegeriAutoPilot,@zeegetop,22/07/2023 20:10,"Harga minyak dunia naik, buru² naikin harga BBM
Harga minyak dunia turun, boro² mikir nurunin harga BBM. 
Bensin dihapus, pertalite berangsur langka.
Bonus kebakaran mulu....
Kl nulis pakai otak.... Eh, penjilat kan ngga berotak..",negative,"harga minyak dunia naik, buru² naikin harga bbm
harga minyak dunia turun, boro² mikir nurunin harga bbm. 
bensin dihapus, pertalite berangsur langka.
bonus kebakaran mulu....
kl nulis pakai otak.... eh, penjilat kan ngga berotak..",harga minyak dunia naik buru naikin harga bbm harga minyak dunia turun boro mikir nurunin harga bbm bensin dihapus pertalite berangsur langka bonus kebakaran mulu kl nulis pakai otak eh penjilat kan ngga berotak,"['harga', 'minyak', 'dunia', 'naik', 'buru', 'naikin', 'harga', 'bbm', 'harga', 'minyak', 'dunia', 'turun', 'boro', 'mikir', 'nurunin', 'harga', 'bbm', 'bensin', 'dihapus', 'pertalite', 'berangsur', 'langka', 'bonus', 'kebakaran', 'mulu', 'kl', 'nulis', 'pakai', 'otak', 'eh', 'penjilat', 'kan', 'ngga', 'berotak']","['harga', 'minyak', 'dunia', 'buru', 'naikin', 'harga', 'bbm', 'harga', 'minyak', 'dunia', 'turun', 'boro', 'mikir', 'nurunin', 'harga', 'bbm', 'bensin', 'dihapus', 'pertalite', 'berangsur', 'langka', 'bonus', 'kebakaran', 'mulu', 'nulis', 'pakai', 'otak', 'penjilat', 'ngga', 'berotak']","['harga', 'minyak', 'dunia', 'buru', 'naikin', 'harga', 'bbm', 'harga', 'minyak', 'dunia', 'turun', 'boro', 'mikir', 'nurunin', 'harga', 'bbm', 'bensin', 'hapus', 'pertalite', 'angsur', 'langka', 'bonus', 'bakar', 'mulu', 'nulis', 'pakai', 'otak', 'jilat', 'ngga', 'otak']"
IMPALA UB,@IMPALA_UB,22/07/2023 19:52,"2. Bahan Bakar
Bahan bakar juga memegang peranan penting dalam terbentuknya api. Pastinya ada material yang terbakar agar api tersebut bisa hidup. Ada banyak jenis bahan bakar yang mudah memicu api seperti kertas, kayu, bensin, minyak, oli hingga gas LPG.",neutral,"2. bahan bakar
bahan bakar juga memegang peranan penting dalam terbentuknya api. pastinya ada material yang terbakar agar api tersebut bisa hidup. ada banyak jenis bahan bakar yang mudah memicu api seperti kertas, kayu, bensin, minyak, oli hingga gas lpg.",bahan bakar bahan bakar juga memegang peranan penting dalam terbentuknya api pastinya ada material yang terbakar agar api tersebut bisa hidup ada banyak jenis bahan bakar yang mudah memicu api seperti kertas kayu bensin minyak oli hingga gas lpg,"['bahan', 'bakar', 'bahan', 'bakar', 'juga', 'memegang', 'peranan', 'penting', 'dalam', 'terbentuknya', 'api', 'pastinya', 'ada', 'material', 'yang', 'terbakar', 'agar', 'api', 'tersebut', 'bisa', 'hidup', 'ada', 'banyak', 'jenis', 'bahan', 'bakar', 'yang', 'mudah', 'memicu', 'api', 'seperti', 'kertas', 'kayu', 'bensin', 'minyak', 'oli', 'hingga', 'gas', 'lpg']","['bahan', 'bakar', 'bahan', 'bakar', 'memegang', 'peranan', 'terbentuknya', 'api', 'pastinya', 'material', 'terbakar', 'api', 'hidup', 'jenis', 'bahan', 'bakar', 'mudah', 'memicu', 'api', 'kertas', 'kayu', 'bensin', 'minyak', 'oli', 'gas', 'lpg']","['bahan', 'bakar', 'bahan', 'bakar', 'pegang', 'peran', 'bentuk', 'api', 'pasti', 'material', 'bakar', 'api', 'hidup', 'jenis', 'bahan', 'bakar', 'mudah', 'picu', 'api', 'kertas', 'kayu', 'bensin', 'minyak', 'oli', 'gas', 'lpg']"
Bintang,@abcdxyeonjun,22/07/2023 19:23,BBM: Bahan bakar minyak,neutral,bbm: bahan bakar minyak,bbm bahan bakar minyak,"['bbm', 'bahan', 'bakar', 'minyak']","['bbm', 'bahan', 'bakar', 'minyak']","['bbm', 'bahan', 'bakar', 'minyak']"
Dany Purnomo,@purnomo_dany,22/07/2023 19:14,BBM apa mau naik lagi rupanya karna ada ganti Boss Pertamina adeh sekalian turun harga spt dulu..itu baru apa kata kampanye bukan.. spt ini  ,negative,bbm apa mau naik lagi rupanya karna ada ganti boss pertamina adeh sekalian turun harga spt dulu..itu baru apa kata kampanye bukan.. spt ini  ,bbm apa mau naik lagi rupanya karna ada ganti boss pertamina adeh sekalian turun harga spt dulu itu baru apa kata kampanye bukan spt ini,"['bbm', 'apa', 'mau', 'naik', 'lagi', 'rupanya', 'karna', 'ada', 'ganti', 'boss', 'pertamina', 'adeh', 'sekalian', 'turun', 'harga', 'spt', 'dulu', 'itu', 'baru', 'apa', 'kata', 'kampanye', 'bukan', 'spt', 'ini']","['bbm', 'karna', 'ganti', 'boss', 'pertamina', 'adeh', 'turun', 'harga', 'kampanye']","['bbm', 'karna', 'ganti', 'boss', 'pertamina', 'adeh', 'turun', 'harga', 'kampanye']"
Dany Purnomo,@purnomo_dany,22/07/2023 18:36, longor diplihara duk.. duk kalau mendengar keluh kesah dari rakyatnya dari sering blusukan hanya sekedar mendengar oiya BBM.. oiya Migor.. oiya Harga kebutuhan naik .. oiya dll tp itu semua biar wow gitu loh pdhal blm tentu nyata setelah kepilih,negative, longor diplihara duk.. duk kalau mendengar keluh kesah dari rakyatnya dari sering blusukan hanya sekedar mendengar oiya bbm.. oiya migor.. oiya harga kebutuhan naik .. oiya dll tp itu semua biar wow gitu loh pdhal blm tentu nyata setelah kepilih,longor diplihara duk duk kalau mendengar keluh kesah dari rakyatnya dari sering blusukan hanya sekedar mendengar oiya bbm oiya migor oiya harga kebutuhan naik oiya dll tp itu semua biar wow gitu loh pdhal blm tentu nyata setelah kepilih,"['longor', 'diplihara', 'duk', 'duk', 'kalau', 'mendengar', 'keluh', 'kesah', 'dari', 'rakyatnya', 'dari', 'sering', 'blusukan', 'hanya', 'sekedar', 'mendengar', 'oiya', 'bbm', 'oiya', 'migor', 'oiya', 'harga', 'kebutuhan', 'naik', 'oiya', 'dll', 'tp', 'itu', 'semua', 'biar', 'wow', 'gitu', 'loh', 'pdhal', 'blm', 'tentu', 'nyata', 'setelah', 'kepilih']","['longor', 'diplihara', 'duk', 'duk', 'mendengar', 'keluh', 'kesah', 'rakyatnya', 'blusukan', 'sekedar', 'mendengar', 'bbm', 'migor', 'harga', 'kebutuhan', 'pdhal', 'kepilih']","['longor', 'diplihara', 'duk', 'duk', 'dengar', 'keluh', 'kesah', 'rakyat', 'blusukan', 'dar', 'dengar', 'bbm', 'migor', 'harga', 'butuh', 'pdhal', 'pilih']"
